trait_category	trait	category	cell_type_clean	mark	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z.score	Coefficient_p	Coefficient_q
Hematological	MCV	Skeletal muscle	Psoas_muscle	H3K4me3	0.009636935	0.092724437	0.035241723	9.621776796	3.656943175	0.017296628	-1.21E-07	1.35E-07	-0.894069305	0.814357594	0.999998953
Hematological	MCV	Cardiovascular	Right_atrium	H3K4me3	0.010799107	0.11688422	0.040570366	10.82350803	3.756826045	0.006941905	-4.57E-08	1.41E-07	-0.323142508	0.626706341	0.962787839
Hematological	MCV	Cardiovascular	Right_ventricle	H3K4me3	0.010505367	0.137144904	0.040959265	13.05474626	3.898889428	0.001790691	3.57E-08	1.48E-07	0.241707201	0.404503525	0.855772989
Hematological	MCV	Gastrointestinal	Sigmoid_colon	H3K4me3	0.005544115	0.140436395	0.038275246	25.33071648	6.903761696	0.000278507	4.20E-07	2.23E-07	1.888060261	0.02950893	0.294637868
Hematological	MCV	Gastrointestinal	Small_intestine	H3K4me3	0.004823085	0.173485884	0.040352916	35.96990057	8.366619563	2.86E-05	7.74E-07	2.66E-07	2.911674403	0.001797486	0.072622924
Hematological	MCV	Immune or hematopoietic	Spleen	H3K4me3	0.004089446	0.164487788	0.042747701	40.22251093	10.45317634	0.000155426	8.88E-07	3.24E-07	2.743411728	0.00304022	0.094199262
Hematological	MCV	CNS	Germinal_matrix	H3K4me3	0.011270795	0.130843801	0.041352225	11.60910095	3.66897133	0.002211789	1.30E-09	1.43E-07	0.009089795	0.496373746	0.906200275
Hematological	MCV	Connective or bone	Breast_fibroblast_primary	H3K4me3	0.005646408	0.106691509	0.033215386	18.89546424	5.882568834	0.001671717	1.77E-07	1.92E-07	0.924006046	0.177741584	0.638861206
Hematological	MCV	Other	Breast_myoepithelial	H3K4me3	0.01371466	0.126052174	0.037828584	9.191053647	2.758259007	0.002320863	-6.55E-08	1.04E-07	-0.627740647	0.734913074	0.992700852
Hematological	MCV	Other	Breast_vHMEC	H3K4me3	0.007558203	0.09893411	0.032921813	13.0896344	4.355772743	0.005114545	-4.45E-09	1.59E-07	-0.027977914	0.511160117	0.913435711
Hematological	MCV	Immune or hematopoietic	CD8_naive_primary_(UCSF-UBC)	H3K4me3	0.006017934	0.159361072	0.041113435	26.48102637	6.831818748	0.000127268	4.74E-07	2.20E-07	2.150458583	0.015759479	0.220468824
Hematological	MCV	CNS	Fetal_brain	H3K4me3	0.012509688	0.140383517	0.04136247	11.2219841	3.306435082	0.000826904	2.12E-10	1.24E-07	0.001715486	0.49931562	0.907868173
Hematological	MCV	Adrenal or pancreas	Pancreatic_islets	H3K4me3	0.011014705	0.135902588	0.041933728	12.33828613	3.807067579	0.00150091	2.50E-08	1.28E-07	0.195133211	0.422644332	0.865132523
Hematological	MCV	Connective or bone	Penis_foreskin_fibroblast_primary	H3K4me3	0.036408626	0.354614103	0.068491931	9.739837648	1.881200684	1.25E-07	1.44E-07	6.66E-08	2.164092541	0.015228624	0.216877788
Hematological	MCV	Other	Penis_foreskin_keratinocyte_primary	H3K4me3	0.018665257	0.147336266	0.055306092	7.893610456	2.963050146	0.012003671	-9.19E-08	9.36E-08	-0.981311917	0.836780526	0.999998953
Hematological	MCV	Other	Penis_foreskin_melanocyte_primary	H3K4me3	0.017357458	0.236487425	0.050270035	13.62454249	2.896163432	9.94E-07	1.69E-07	9.27E-08	1.824831297	0.034013246	0.316661592
Hematological	MCV	Immune or hematopoietic	Peripheralblood_mononuclear_primary	H3K4me3	0.009485448	0.221126362	0.051024112	23.31216939	5.379199197	1.75E-05	4.62E-07	1.95E-07	2.369453119	0.008907207	0.16536044
Hematological	MCV	Other	Placenta_amnion	H3K4me3	0.006187714	0.094240389	0.038182372	15.23024443	6.170675447	0.016500651	4.79E-08	1.97E-07	0.242430463	0.404223316	0.855772989
Hematological	MCV	Other	Placenta_chorion	H3K4me3	0.008431608	0.117886284	0.036158822	13.98147169	4.288484856	0.001538693	4.78E-08	1.50E-07	0.319527931	0.374663107	0.834325152
Hematological	MCV	Immune or hematopoietic	CD14_primary	H3K4me3	0.008171433	0.190097383	0.049544426	23.26365267	6.06312566	0.000174208	4.14E-07	1.90E-07	2.178724808	0.014676059	0.212228384
Hematological	MCV	Immune or hematopoietic	CD19_primary_(UW)	H3K4me3	0.008689296	0.203567284	0.05211506	23.42736244	5.997616003	7.47E-05	4.43E-07	2.00E-07	2.219924523	0.013211946	0.201456813
Hematological	MCV	Immune or hematopoietic	CD3_primary_(UW)	H3K4me3	0.010351216	0.173246653	0.042788389	16.73684063	4.133658209	7.87E-05	1.97E-07	1.38E-07	1.425740414	0.076971643	0.456975371
Hematological	MCV	Immune or hematopoietic	CD4_primary	H3K4me3	0.012370099	0.189001669	0.046459959	15.27891292	3.755827525	8.11E-05	1.69E-07	1.28E-07	1.311480571	0.094847727	0.497220479
Hematological	MCV	Immune or hematopoietic	CD56_primary	H3K4me3	0.008206774	0.157809275	0.045161751	19.22914772	5.502984464	0.000465624	2.49E-07	1.88E-07	1.320843046	0.093276852	0.493517503
Hematological	MCV	Immune or hematopoietic	CD8_primary	H3K4me3	0.01016794	0.183459064	0.043778487	18.04289483	4.305541655	4.19E-05	2.49E-07	1.50E-07	1.66041313	0.048415685	0.371237668
Hematological	MCV	Adrenal or pancreas	Fetal_adrenal	H3K4me3	0.009537127	0.125816315	0.038756681	13.19226541	4.063768821	0.001444457	1.80E-08	1.54E-07	0.117440377	0.453255545	0.884086691
Hematological	MCV	Gastrointestinal	Fetal_large_intestine	H3K4me3	0.010651704	0.160742657	0.052862518	15.09079228	4.962822565	0.002884911	1.28E-07	1.83E-07	0.697478507	0.242751693	0.71990786
Hematological	MCV	Gastrointestinal	Fetal_small_intestine	H3K4me3	0.010855404	0.159303614	0.053732941	14.67505151	4.949879376	0.00351437	1.11E-07	1.80E-07	0.615787672	0.269017332	0.744955583
Hematological	MCV	Skeletal muscle	Fetal_leg_muscle	H3K4me3	0.009523097	0.099293232	0.036046689	10.42656891	3.785185318	0.00914403	-9.85E-08	1.33E-07	-0.742655512	0.771154865	0.999998953
Hematological	MCV	Skeletal muscle	Fetal_trunk_muscle	H3K4me3	0.008595704	0.066326758	0.032661942	7.7162682	3.799798282	0.070436472	-2.20E-07	1.51E-07	-1.455715878	0.927264411	0.999998953
Hematological	MCV	Other	Fetal_placenta	H3K4me3	0.008011599	0.136248337	0.038337578	17.00638496	4.785259232	0.000452858	1.65E-07	1.79E-07	0.923231416	0.17794331	0.639201438
Hematological	MCV	Gastrointestinal	Fetal_stomach	H3K4me3	0.009872246	0.092610769	0.03925013	9.380921668	3.975805376	0.026300597	-1.43E-07	1.52E-07	-0.943182622	0.82720625	0.999998953
Hematological	MCV	Immune or hematopoietic	Fetal_thymus	H3K4me3	0.009022106	0.20522505	0.048095536	22.7469115	5.330854622	1.54E-05	4.23E-07	1.79E-07	2.368939785	0.008919579	0.165383856
Hematological	MCV	Other	Adipose_nuclei	H3K9ac	0.027957838	0.32680651	0.065234583	11.68926263	2.333320018	8.22E-07	2.02E-07	7.08E-08	2.860296331	0.002116227	0.078180597
Hematological	MCV	Kidney	Kidney	H3K9ac	0.010509452	0.156286519	0.03891548	14.87104375	3.702902928	6.34E-05	1.60E-07	1.08E-07	1.475449544	0.070045862	0.439572481
Hematological	MCV	Liver	Liver_(BI)	H3K9ac	0.013815888	0.183123336	0.04356295	13.25454687	3.153105318	5.04E-05	1.40E-07	9.64E-08	1.449101012	0.073654688	0.449130734
Hematological	MCV	CNS	Angular_gyrus	H3K9ac	0.010691308	0.117297575	0.047498435	10.97130294	4.442715175	0.02038098	5.36E-08	1.42E-07	0.377076094	0.353058528	0.819256456
Hematological	MCV	CNS	Anterior_caudate	H3K9ac	0.014304448	0.159885734	0.056675263	11.17734399	3.962072735	0.008151418	9.07E-08	1.36E-07	0.668040673	0.252053815	0.727354836
Hematological	MCV	CNS	Cingulate_gyrus	H3K9ac	0.01876684	0.161626506	0.051345102	8.612345148	2.735948148	0.003338928	1.79E-08	8.35E-08	0.214269246	0.41516855	0.863591487
Hematological	MCV	CNS	Hippocampus_middle	H3K9ac	0.017494915	0.190981809	0.05133676	10.91641793	2.934381697	0.000410646	1.09E-07	9.30E-08	1.167931992	0.121417099	0.554806722
Hematological	MCV	CNS	Inferior_temporal_lobe	H3K9ac	0.016476594	0.156482911	0.052469526	9.497285008	3.184488566	0.00485056	4.06E-08	1.02E-07	0.396433015	0.345892807	0.812937363
Hematological	MCV	CNS	Mid_frontal_lobe	H3K9ac	0.014759975	0.151908112	0.052077797	10.29189476	3.528311965	0.004916867	5.75E-08	1.15E-07	0.498190672	0.309174828	0.781316874
Hematological	MCV	CNS	Substantia_nigra	H3K9ac	0.016566279	0.152968826	0.052389041	9.233746851	3.162390372	0.007071907	4.81E-08	1.04E-07	0.46150494	0.322218189	0.793431542
Hematological	MCV	Gastrointestinal	Colonic_mucosa	H3K9ac	0.017719749	0.294499386	0.060395624	16.61983969	3.408379199	3.10E-06	3.29E-07	1.28E-07	2.577291298	0.0049789	0.125627392
Hematological	MCV	Gastrointestinal	Colon_smooth_muscle	H3K9ac	0.005601477	0.048505682	0.037513066	8.659444627	6.6969951	0.249192002	-9.99E-08	2.27E-07	-0.439590843	0.669883263	0.977674456
Hematological	MCV	Gastrointestinal	Duodenum_Mucosa	H3K9ac	0.014777024	0.290034524	0.060721842	19.6273972	4.109206372	5.04E-06	4.17E-07	1.52E-07	2.746059033	0.003015795	0.094027508
Hematological	MCV	Cardiovascular	Fetal_heart	H3K9ac	0.020182438	0.198389209	0.048765686	9.82979393	2.416243513	0.000113228	6.57E-08	6.59E-08	0.996632534	0.159471454	0.612649607
Hematological	MCV	Kidney	Fetal_kidney	H3K9ac	0.004916499	0.019728455	0.028237673	4.012703915	5.743451382	0.596236746	-3.37E-07	2.19E-07	-1.541906593	0.938451853	0.999998953
Hematological	MCV	Cardiovascular	Fetal_lung	H3K9ac	0.012778387	0.06538066	0.040581496	5.116503435	3.175791788	0.178021877	-1.85E-07	1.16E-07	-1.599791141	0.945177538	0.999998953
Hematological	MCV	Adrenal or pancreas	Pancreatic_islets	H3K9ac	0.006067128	0.089889456	0.034640148	14.8158179	5.709480827	0.012781146	7.86E-08	1.90E-07	0.414242287	0.339348338	0.80754793
Hematological	MCV	Gastrointestinal	Rectal_mucosa	H3K9ac	0.01576551	0.284689901	0.062595116	18.05776696	3.970383231	1.16E-05	3.54E-07	1.50E-07	2.355251267	0.009255092	0.168415155
Hematological	MCV	Gastrointestinal	Rectal_smooth_muscle	H3K9ac	0.003464139	0.064164928	0.046128752	18.52261787	13.31607912	0.184778651	1.45E-07	4.50E-07	0.32196605	0.373739207	0.833574062
Hematological	MCV	Skeletal muscle	Skeletal_muscle	H3K9ac	0.027038259	0.273326846	0.055924762	10.10889234	2.068356667	3.04E-06	1.21E-07	6.45E-08	1.879630832	0.030079204	0.298656601
Hematological	MCV	Gastrointestinal	Stomach_mucosa	H3K9ac	0.012771461	0.147968462	0.043867361	11.58586845	3.434795921	0.00144297	2.53E-08	1.05E-07	0.241375262	0.404632142	0.855952608
Hematological	MCV	Gastrointestinal	Stomach_smooth_muscle	H3K9ac	0.0137191	0.097712555	0.038857907	7.12237378	2.832394862	0.025318913	-1.13E-07	8.38E-08	-1.350458163	0.911565468	0.999998953
Hematological	MCV	Other	Breast_myoepithelial	H3K9ac	0.004631639	0.036602522	0.039588537	7.902714625	8.547414099	0.4177052	-9.27E-08	2.73E-07	-0.339667702	0.632946606	0.964577611
Hematological	MCV	Immune or hematopoietic	CD8_naive_primary_(UCSF-UBC)	H3K9ac	0.002138936	0.081351174	0.044626452	38.03347069	20.86385195	0.078940532	7.15E-07	6.46E-07	1.106455438	0.134264721	0.575549614
Hematological	MCV	CNS	Fetal_brain	H3K9ac	0.012489442	0.172280003	0.044383828	13.79405118	3.553707857	0.000135961	1.65E-07	1.20E-07	1.382307745	0.083438614	0.475357117
Hematological	MCV	Other	Penis_foreskin_keratinocyte_primary	H3K9ac	0.031924744	0.318287184	0.070306596	9.969921134	2.202260271	2.41E-05	1.50E-07	7.38E-08	2.037572781	0.020796338	0.250801322
Hematological	MCV	Immune or hematopoietic	Peripheralblood_mononuclear_primary	H3K9ac	0.0128837	0.284696315	0.055630492	22.09740386	4.317897284	3.68E-07	4.83E-07	1.52E-07	3.187931786	0.000716472	0.041504484
Hematological	MCV	Immune or hematopoietic	CD3_primary	H3K27ac	0.031684283	0.112100813	0.048599686	3.538057456	1.533873644	0.104476529	1.24E-08	4.39E-08	0.282113676	0.388928174	0.843978016
Hematological	MCV	Immune or hematopoietic	CD25-_CD45RA+_naive	H3K27ac	0.026941825	0.190632514	0.044595884	7.07570893	1.655265862	0.000346127	9.58E-08	4.70E-08	2.039288014	0.020710646	0.250801322
Hematological	MCV	Immune or hematopoietic	CD25+_CD127-_Treg	H3K27ac	0.031169972	0.193578674	0.058716207	6.210421819	1.883742704	0.009974334	8.95E-08	5.95E-08	1.504889404	0.066176257	0.429334361
Hematological	MCV	Immune or hematopoietic	CD25int_CD127+_Tmem	H3K27ac	0.032825854	0.150426643	0.046129484	4.58256603	1.405279034	0.015521593	4.62E-08	4.20E-08	1.102114028	0.135206051	0.57718214
Hematological	MCV	Immune or hematopoietic	CD25-_IL17+_Th17_stim	H3K27ac	0.026929927	0.148148683	0.046803347	5.501265772	1.737967879	0.010993509	4.83E-08	5.25E-08	0.92137868	0.178426378	0.640085834
Hematological	MCV	Immune or hematopoietic	CD25-_IL17-_Th_stim_MACS	H3K27ac	0.022549227	0.130089339	0.040404821	5.769126284	1.791849495	0.008663956	6.75E-08	5.04E-08	1.339195253	0.090253559	0.488977498
Hematological	MCV	Immune or hematopoietic	Th0	H3K27ac	0.031814281	0.177245532	0.046872232	5.571256833	1.473307897	0.002511421	7.90E-08	4.67E-08	1.693763048	0.045155159	0.359551858
Hematological	MCV	Immune or hematopoietic	Th1	H3K27ac	0.031719801	0.189302187	0.055298737	5.967949946	1.743350653	0.005474118	9.53E-08	5.28E-08	1.804200265	0.035599959	0.32094775
Hematological	MCV	Immune or hematopoietic	Th2	H3K27ac	0.031534394	0.199209667	0.055786803	6.317218834	1.769078015	0.002621231	1.12E-07	5.14E-08	2.169842219	0.0150094	0.215299677
Hematological	MCV	Immune or hematopoietic	CD19	H3K27ac	0.036467409	0.168277644	0.045265104	4.614466664	1.241248143	0.003821989	4.09E-08	3.54E-08	1.15674887	0.123687489	0.559202329
Hematological	MCV	Immune or hematopoietic	CD20	H3K27ac	0.02895023	0.147361665	0.036962981	5.090172426	1.276776728	0.001450282	4.80E-08	3.48E-08	1.379320472	0.083897984	0.475765036
Hematological	MCV	Immune or hematopoietic	CD14	H3K27ac	0.028195991	0.153471721	0.031959041	5.443033443	1.133460456	0.000119827	6.21E-08	3.35E-08	1.853323173	0.031918026	0.307556568
Hematological	MCV	Immune or hematopoietic	Mobilized_CD34	H3K27ac	0.032979117	0.451979131	0.072670084	13.70501002	2.203518184	1.35E-08	3.15E-07	6.45E-08	4.882420243	5.24E-07	0.000447436
Hematological	MCV	Connective or bone	Osteoblast	H3K27ac	0.028330074	0.005865722	0.02297849	0.207049286	0.81109883	0.332249277	-7.59E-08	2.61E-08	-2.911519581	0.998201623	0.999998953
Hematological	MCV	Connective or bone	Chondrogenic_dif	H3K27ac	0.026258445	-0.004682338	0.027440304	-0.178317399	1.04500869	0.264614495	-8.12E-08	2.99E-08	-2.719711435	0.996733055	0.999998953
Hematological	MCV	Gastrointestinal	Colon_smooth_muscle	H3K27ac	0.025361421	0.037070499	0.027335505	1.461688569	1.077838074	0.666252196	-4.10E-08	3.32E-08	-1.235066943	0.891597204	0.999998953
Hematological	MCV	Gastrointestinal	Stomach_smooth_muscle	H3K27ac	0.026698167	0.013937637	0.027497022	0.522044702	1.029921713	0.641140198	-6.27E-08	3.15E-08	-1.992751391	0.976855662	0.999998953
Hematological	MCV	Gastrointestinal	Rectal_smooth_muscle	H3K27ac	0.02538806	0.026292245	0.02744227	1.035614584	1.080912475	0.973556868	-4.98E-08	3.29E-08	-1.512862016	0.934842644	0.999998953
Hematological	MCV	Gastrointestinal	Duodenum_smooth_muscle	H3K27ac	0.021938483	0.012356968	0.032768697	0.563255338	1.493662832	0.768922894	-6.70E-08	4.53E-08	-1.479393148	0.930482365	0.999998953
Hematological	MCV	Skeletal muscle	Skeletal_muscle	H3K27ac	0.023515336	0.104066606	0.037654901	4.42547817	1.601291243	0.033544287	4.75E-08	4.51E-08	1.052883652	0.14619716	0.594430185
Hematological	MCV	Other	Adipose_nuclei	H3K27ac	0.026232517	0.082647061	0.029304571	3.150557838	1.117108649	0.046639435	1.11E-08	3.04E-08	0.365864117	0.357233236	0.822023306
Hematological	MCV	Gastrointestinal	Rectal_mucosa	H3K27ac	0.021832282	0.152935649	0.048131868	7.005023492	2.204619197	0.007343869	9.55E-08	6.51E-08	1.467706478	0.071091985	0.44274207
Hematological	MCV	Gastrointestinal	Colonic_mucosa	H3K27ac	0.021313531	0.141433686	0.047712079	6.635863528	2.238581577	0.013994068	8.21E-08	6.66E-08	1.232555298	0.108870862	0.529744402
Hematological	MCV	Gastrointestinal	Duodenum_mucosa	H3K27ac	0.027256343	0.150238159	0.052821714	5.512043808	1.937960382	0.018695171	6.56E-08	5.76E-08	1.13854721	0.127446029	0.565707634
Hematological	MCV	Liver	Liver	H3K27ac	0.026026686	0.110416322	0.040481585	4.24242728	1.555387616	0.037435581	1.37E-08	4.66E-08	0.293232412	0.384672256	0.840806442
Hematological	MCV	Adrenal or pancreas	Pancreatic_islets	H3K27ac	0.027605137	0.138271669	0.029599246	5.008910765	1.072236886	0.000270256	4.19E-08	3.17E-08	1.32244367	0.093010228	0.492999528
Hematological	MCV	Kidney	Kidney	H3K27ac	0.025042995	0.104695867	0.029570384	4.180644749	1.180784618	0.005608389	2.61E-08	3.30E-08	0.7905647	0.214599026	0.686742592
Hematological	MCV	CNS	Neurosphere	H3K27ac	0.031041572	0.095894939	0.046616241	3.089242372	1.501735857	0.159775934	-2.44E-09	4.50E-08	-0.054293079	0.521649168	0.919895897
Hematological	MCV	CNS	Inferior_temporal_lobe	H3K27ac	0.02654224	0.053475332	0.029749171	2.014725673	1.120823681	0.364658875	-8.99E-09	3.05E-08	-0.294702731	0.615889512	0.959957433
Hematological	MCV	CNS	Angular_gyrus	H3K27ac	0.023695771	0.039492087	0.030968991	1.666630194	1.306941686	0.608416666	-2.81E-08	3.67E-08	-0.765586441	0.778038792	0.999998953
Hematological	MCV	CNS	Mid_frontal_lobe	H3K27ac	0.019533156	0.034820035	0.032256398	1.782611808	1.651366409	0.632689349	-4.24E-08	4.75E-08	-0.892854288	0.814032395	0.999998953
Hematological	MCV	CNS	Cingulate_gyrus	H3K27ac	0.024721018	0.05449706	0.029550008	2.204482811	1.19533944	0.314213902	-7.05E-09	3.22E-08	-0.21867976	0.586550242	0.949294584
Hematological	MCV	CNS	Substantia_nigra	H3K27ac	0.024930756	0.062842485	0.029174802	2.520681057	1.17023333	0.196001521	-2.02E-09	3.10E-08	-0.065078253	0.525944152	0.921903242
Hematological	MCV	CNS	Anterior_caudate	H3K27ac	0.021439268	0.022016882	0.028143545	1.026941912	1.312710201	0.983629912	-4.82E-08	3.65E-08	-1.319683187	0.906529592	0.999998953
Hematological	MCV	CNS	Hippocampus_middle	H3K27ac	0.020129515	0.044823053	0.024695013	2.226732829	1.226806158	0.315891359	-2.76E-08	3.23E-08	-0.85530478	0.803808779	0.999998953
Hematological	MCH	Other	Adipose_nuclei	H3K4me1	0.086156834	0.318791619	0.105508671	3.700131564	1.224611749	0.013334467	9.78E-09	2.98E-08	0.328302822	0.371341355	0.831701275
Hematological	MCH	Kidney	Kidney	H3K4me1	0.008352579	0.046748711	0.029535857	5.596919639	3.536136341	0.190178986	2.40E-08	8.95E-08	0.267546404	0.394524245	0.848063184
Hematological	MCH	Liver	Liver_(BI)	H3K4me1	0.053907981	0.372165453	0.07825939	6.903717157	1.451721787	8.47E-06	8.96E-08	4.10E-08	2.185172479	0.014438101	0.210488137
Hematological	MCH	CNS	Angular_gyrus	H3K4me1	0.012820832	0.083959292	0.035760412	6.548661965	2.789242752	0.036878429	7.97E-08	7.19E-08	1.108218541	0.133883723	0.575075114
Hematological	MCH	CNS	Anterior_caudate	H3K4me1	0.03814478	0.146606659	0.053135839	3.843426525	1.393004206	0.026859484	2.70E-08	3.48E-08	0.777091241	0.218552471	0.691346459
Hematological	MCH	CNS	Cingulate_gyrus	H3K4me1	0.040042012	0.143761011	0.049071941	3.590254484	1.225511396	0.027002843	1.78E-08	3.51E-08	0.507254045	0.305988289	0.778517813
Hematological	MCH	CNS	Hippocampus_middle	H3K4me1	0.050672227	0.165595061	0.056984182	3.267964943	1.124564395	0.033361132	2.20E-09	3.24E-08	0.067748054	0.472993098	0.894100051
Hematological	MCH	CNS	Inferior_temporal_lobe	H3K4me1	0.046465569	0.163061745	0.059006706	3.509302642	1.269901712	0.034456041	8.72E-09	3.41E-08	0.25587173	0.399024942	0.850199712
Hematological	MCH	CNS	Mid_frontal_lobe	H3K4me1	0.003401449	0.034613747	0.022877395	10.17617769	6.725779644	0.159255861	1.47E-07	1.63E-07	0.899552465	0.184179232	0.649771056
Hematological	MCH	CNS	Substantia_nigra	H3K4me1	0.037084724	0.145453761	0.048326853	3.922201498	1.303147165	0.017507219	3.13E-08	3.68E-08	0.850308144	0.197576895	0.667116086
Hematological	MCH	Immune or hematopoietic	CD15_primary	H3K4me1	0.035986131	0.372823241	0.063357658	10.3601925	1.760613227	3.19E-10	1.67E-07	3.49E-08	4.791467398	8.28E-07	0.000522868
Hematological	MCH	Immune or hematopoietic	CD19_primary_(BI)	H3K4me1	0.040364521	0.414746378	0.070924662	10.27502282	1.757104009	4.05E-09	1.59E-07	4.05E-08	3.927087028	4.30E-05	0.006627975
Hematological	MCH	Immune or hematopoietic	CD34_primary	H3K4me1	0.031855305	0.49150971	0.081524447	15.4294459	2.559210986	5.61E-10	3.26E-07	6.01E-08	5.420188376	2.98E-08	5.83E-05
Hematological	MCH	Immune or hematopoietic	CD3_primary_(BI)	H3K4me1	0.029469159	0.20673543	0.058003624	7.015314954	1.968282304	0.000755317	7.28E-08	4.50E-08	1.61787218	0.052845073	0.387240471
Hematological	MCH	Immune or hematopoietic	CD4+_CD25+_CD127-_Treg_primary	H3K4me1	0.027944696	0.250260053	0.052861609	8.955547524	1.891650907	6.50E-06	1.04E-07	5.00E-08	2.089759955	0.018319684	0.235708142
Hematological	MCH	Immune or hematopoietic	CD4+_CD25-_CD45RA+_naive_primary	H3K4me1	0.037683037	0.26182947	0.06183234	6.948205151	1.640853416	5.84E-05	7.87E-08	3.80E-08	2.071745214	0.019144604	0.241061961
Hematological	MCH	Immune or hematopoietic	CD4+_CD25-_CD45R0+_memory_primary	H3K4me1	0.033759108	0.271289162	0.063417438	8.036028759	1.878528242	4.74E-05	9.91E-08	4.61E-08	2.151632476	0.015713156	0.220156343
Hematological	MCH	Immune or hematopoietic	CD4+_CD25-_IL17+_PMA_Ionomycin_stim_Th17_primary	H3K4me1	0.038592671	0.298698531	0.0628589	7.739773508	1.628778172	3.85E-06	9.91E-08	3.77E-08	2.630988026	0.004256852	0.114037384
Hematological	MCH	Immune or hematopoietic	CD4+_CD25-_IL17-_PMA_Ionomycin_stim_MACS_Th_sprimary	H3K4me1	0.051396453	0.359892039	0.072911245	7.002273795	1.418604595	1.96E-06	9.75E-08	3.38E-08	2.883254971	0.001967944	0.075553599
Hematological	MCH	Immune or hematopoietic	CD4+_CD25int_CD127+_Tmem_primary	H3K4me1	0.015544583	0.135546278	0.04359604	8.71983985	2.804580796	0.003885864	8.31E-08	6.86E-08	1.211299462	0.112890327	0.538803419
Hematological	MCH	Immune or hematopoietic	CD4+_CD25-_Th_primary	H3K4me1	0.042247368	0.320470307	0.068193706	7.585568587	1.614152775	3.79E-06	9.23E-08	3.77E-08	2.448344644	0.007175715	0.148179675
Hematological	MCH	Immune or hematopoietic	CD4_memory_primary	H3K4me1	0.040428455	0.281500988	0.063530423	6.962942011	1.571428426	3.57E-05	8.41E-08	3.82E-08	2.202772356	0.013805399	0.205090825
Hematological	MCH	Immune or hematopoietic	CD4_naive_primary	H3K4me1	0.031872532	0.23870922	0.059444112	7.489496636	1.865057738	0.000182971	9.14E-08	4.44E-08	2.056952408	0.019845402	0.24593226
Hematological	MCH	Immune or hematopoietic	CD8_memory_primary	H3K4me1	0.031277416	0.240750407	0.061773575	7.697260129	1.975021676	0.000240734	9.62E-08	4.74E-08	2.029083663	0.021224885	0.254150914
Hematological	MCH	Immune or hematopoietic	CD8_naive_primary_(BI)	H3K4me1	0.031298372	0.228608276	0.05792332	7.304158697	1.85068157	0.000216839	8.31E-08	4.28E-08	1.940246059	0.026174897	0.277930844
Hematological	MCH	Gastrointestinal	Colonic_mucosa	H3K4me1	0.021198806	0.167515734	0.057266237	7.902130602	2.701389754	0.009056238	9.20E-08	8.12E-08	1.133555671	0.128490488	0.566516961
Hematological	MCH	Gastrointestinal	Colon_smooth_muscle	H3K4me1	0.034585806	0.054185614	0.054338587	1.566700928	1.571123919	0.712440574	-4.92E-08	4.12E-08	-1.193552972	0.88367356	0.999998953
Hematological	MCH	Gastrointestinal	Duodenum_Mucosa	H3K4me1	0.047456008	0.327693964	0.070305993	6.9052155	1.481498247	1.68E-05	1.02E-07	4.68E-08	2.175678048	0.014789671	0.213555875
Hematological	MCH	Gastrointestinal	Duodenum_smooth_muscle	H3K4me1	0.005867868	0.069633559	0.043396106	11.86692741	7.395549606	0.128148142	1.78E-07	1.80E-07	0.990115776	0.161058767	0.615369907
Hematological	MCH	CNS	Fetal_brain	H3K4me1	0.032899555	0.137813394	0.038284684	4.188913598	1.163683949	0.007452859	9.53E-09	3.09E-08	0.307965993	0.379054105	0.836872424
Hematological	MCH	Cardiovascular	Fetal_heart	H3K4me1	0.040829639	0.08349362	0.05313879	2.044926729	1.30147588	0.410275308	-2.38E-08	3.05E-08	-0.782556851	0.783056306	0.999998953
Hematological	MCH	Cardiovascular	Fetal_lung	H3K4me1	0.068872366	0.03859767	0.07116952	0.560423176	1.033353776	0.671815761	-8.64E-08	3.02E-08	-2.863064753	0.997902176	0.999998953
Hematological	MCH	Immune or hematopoietic	Mobilized_CD34_primary	H3K4me1	0.068132689	0.697325782	0.107254838	10.23481957	1.574205254	2.31E-11	2.24E-07	3.81E-08	5.882971312	2.01E-09	1.91E-05
Hematological	MCH	Adrenal or pancreas	Pancreatic_islets	H3K4me1	0.008301964	0.094054076	0.036867836	11.32913509	4.440856962	0.018182429	2.09E-07	1.01E-07	2.062845006	0.019563678	0.244452342
Hematological	MCH	Gastrointestinal	Rectal_mucosa	H3K4me1	0.034339128	0.306579892	0.07443333	8.92800448	2.167595205	8.73E-05	1.44E-07	6.27E-08	2.301478506	0.010682299	0.181785916
Hematological	MCH	Gastrointestinal	Rectal_smooth_muscle	H3K4me1	0.009125821	0.003657289	0.035306461	0.400762751	3.86885319	0.876815518	-8.05E-08	9.69E-08	-0.83124862	0.797083403	0.999998953
Hematological	MCH	Skeletal muscle	Skeletal_muscle	H3K4me1	0.065479975	0.307716923	0.091979884	4.699405016	1.404702488	0.004323316	5.14E-08	3.73E-08	1.378538703	0.084018514	0.476007667
Hematological	MCH	Gastrointestinal	Stomach_mucosa	H3K4me1	0.033022095	0.191962158	0.069653999	5.813142969	2.109314968	0.013808793	5.55E-08	5.51E-08	1.00674406	0.157028891	0.609440177
